Sveitarfélag	Aldur	Ár	Kyn	Mannfjöldi eftir sveitarfélagi, kyni og aldri 1. janúar 1998-2024
Húnaþing vestra	Alls	2011	Alls	1199
Húnaþing vestra	Alls	2012	Alls	1169
Húnaþing vestra	Alls	2013	Alls	1161
Húnaþing vestra	Alls	2014	Alls	1158
Húnaþing vestra	Alls	2015	Alls	1157
Húnaþing vestra	Alls	2016	Alls	1139
Húnaþing vestra	Alls	2017	Alls	1157
Húnaþing vestra	Alls	2018	Alls	1181
Húnaþing vestra	Alls	2019	Alls	1168
Húnaþing vestra	Alls	2020	Alls	1191
Húnaþing vestra	Alls	2021	Alls	1191
Húnaþing vestra	Alls	2022	Alls	1191
Húnaþing vestra	Alls	2023	Alls	1217
Húnaþing vestra	Alls	2024	Alls	1212
Sveitarfélagið Skagaströnd	Alls	2006	Alls	545
Sveitarfélagið Skagaströnd	Alls	2007	Alls	532
Sveitarfélagið Skagaströnd	Alls	2008	Alls	530
Sveitarfélagið Skagaströnd	Alls	2009	Alls	521
Sveitarfélagið Skagaströnd	Alls	2010	Alls	519
Sveitarfélagið Skagaströnd	Alls	2011	Alls	527
Sveitarfélagið Skagaströnd	Alls	2012	Alls	500
Sveitarfélagið Skagaströnd	Alls	2013	Alls	503
Sveitarfélagið Skagaströnd	Alls	2014	Alls	494
Sveitarfélagið Skagaströnd	Alls	2015	Alls	485
Sveitarfélagið Skagaströnd	Alls	2016	Alls	487
Sveitarfélagið Skagaströnd	Alls	2017	Alls	476
Sveitarfélagið Skagaströnd	Alls	2018	Alls	478
Sveitarfélagið Skagaströnd	Alls	2019	Alls	447
Sveitarfélagið Skagaströnd	Alls	2020	Alls	465
Sveitarfélagið Skagaströnd	Alls	2021	Alls	460
Sveitarfélagið Skagaströnd	Alls	2022	Alls	475
Sveitarfélagið Skagaströnd	Alls	2023	Alls	474
Sveitarfélagið Skagaströnd	Alls	2024	Alls	457
Skagabyggð	Alls	2006	Alls	99
Skagabyggð	Alls	2007	Alls	96
Skagabyggð	Alls	2008	Alls	105
Skagabyggð	Alls	2009	Alls	102
Skagabyggð	Alls	2010	Alls	106
Skagabyggð	Alls	2011	Alls	102
Skagabyggð	Alls	2012	Alls	100
Skagabyggð	Alls	2013	Alls	98
Skagabyggð	Alls	2014	Alls	96
Skagabyggð	Alls	2015	Alls	99
Skagabyggð	Alls	2016	Alls	109
Skagabyggð	Alls	2017	Alls	101
Skagabyggð	Alls	2018	Alls	93
Skagabyggð	Alls	2019	Alls	90
Skagabyggð	Alls	2020	Alls	90
Skagabyggð	Alls	2021	Alls	90
Skagabyggð	Alls	2022	Alls	90
Skagabyggð	Alls	2023	Alls	89
Skagabyggð	Alls	2024	Alls	86
Húnabyggð	Alls	2006	Alls	1369
Húnabyggð	Alls	2007	Alls	1357
Húnabyggð	Alls	2008	Alls	1353
Húnabyggð	Alls	2009	Alls	1335
Húnabyggð	Alls	2010	Alls	1313
Húnabyggð	Alls	2011	Alls	1291
Húnabyggð	Alls	2012	Alls	1261
Húnabyggð	Alls	2013	Alls	1263
Húnabyggð	Alls	2014	Alls	1274
Húnabyggð	Alls	2015	Alls	1263
Húnabyggð	Alls	2016	Alls	1251
Húnabyggð	Alls	2017	Alls	1264
Húnabyggð	Alls	2018	Alls	1270
Húnabyggð	Alls	2019	Alls	1299
Húnabyggð	Alls	2020	Alls	1289
Húnabyggð	Alls	2021	Alls	1301
Húnabyggð	Alls	2022	Alls	1285
Húnabyggð	Alls	2023	Alls	1261
Húnabyggð	Alls	2024	Alls	1263
Skagafjörður	Alls	2006	Alls	4331
Skagafjörður	Alls	2007	Alls	4305
Skagafjörður	Alls	2008	Alls	4241
Skagafjörður	Alls	2009	Alls	4296
Skagafjörður	Alls	2010	Alls	4340
Skagafjörður	Alls	2011	Alls	4241
Skagafjörður	Alls	2012	Alls	4152
Skagafjörður	Alls	2013	Alls	4161
Skagafjörður	Alls	2014	Alls	4133
Skagafjörður	Alls	2015	Alls	4066
Skagafjörður	Alls	2016	Alls	4057
Skagafjörður	Alls	2017	Alls	4088
Skagafjörður	Alls	2018	Alls	4106
Skagafjörður	Alls	2019	Alls	4148
Skagafjörður	Alls	2020	Alls	4175
Skagafjörður	Alls	2021	Alls	4212
Skagafjörður	Alls	2022	Alls	4200
Skagafjörður	Alls	2023	Alls	4206
Skagafjörður	Alls	2024	Alls	4276
Akureyrarbær	Alls	2006	Alls	16859
Akureyrarbær	Alls	2007	Alls	16921
Akureyrarbær	Alls	2008	Alls	17423
Akureyrarbær	Alls	2009	Alls	17633
Akureyrarbær	Alls	2010	Alls	17573
Akureyrarbær	Alls	2011	Alls	17625
Akureyrarbær	Alls	2012	Alls	17725
Akureyrarbær	Alls	2013	Alls	17820
Akureyrarbær	Alls	2014	Alls	17957
Akureyrarbær	Alls	2015	Alls	18030
Akureyrarbær	Alls	2016	Alls	18118
Akureyrarbær	Alls	2017	Alls	18321
Akureyrarbær	Alls	2018	Alls	18624
Akureyrarbær	Alls	2019	Alls	18723
Akureyrarbær	Alls	2020	Alls	18761
Akureyrarbær	Alls	2021	Alls	18935
Akureyrarbær	Alls	2022	Alls	19330
Akureyrarbær	Alls	2023	Alls	19559
Akureyrarbær	Alls	2024	Alls	19812
Norðurþing	Alls	2006	Alls	3027
Norðurþing	Alls	2007	Alls	3011
Norðurþing	Alls	2008	Alls	2983
Norðurþing	Alls	2009	Alls	3001
Norðurþing	Alls	2010	Alls	2926
Norðurþing	Alls	2011	Alls	2880
Norðurþing	Alls	2012	Alls	2865
Norðurþing	Alls	2013	Alls	2837
Norðurþing	Alls	2014	Alls	2796
Norðurþing	Alls	2015	Alls	2768
Norðurþing	Alls	2016	Alls	2784
Norðurþing	Alls	2017	Alls	2923
Norðurþing	Alls	2018	Alls	3159
Norðurþing	Alls	2019	Alls	2930
Norðurþing	Alls	2020	Alls	2997
Norðurþing	Alls	2021	Alls	2954
Norðurþing	Alls	2022	Alls	2957
Norðurþing	Alls	2023	Alls	3063
Norðurþing	Alls	2024	Alls	3081
Fjallabyggð	Alls	2006	Alls	2296
Fjallabyggð	Alls	2007	Alls	2280
Fjallabyggð	Alls	2008	Alls	2195
Fjallabyggð	Alls	2009	Alls	2127
Fjallabyggð	Alls	2010	Alls	2066
Fjallabyggð	Alls	2011	Alls	2015
Fjallabyggð	Alls	2012	Alls	2014
Fjallabyggð	Alls	2013	Alls	2001
Fjallabyggð	Alls	2014	Alls	1997
Fjallabyggð	Alls	2015	Alls	2021
Fjallabyggð	Alls	2016	Alls	2011
Fjallabyggð	Alls	2017	Alls	2016
Fjallabyggð	Alls	2018	Alls	1998
Fjallabyggð	Alls	2019	Alls	1983
Fjallabyggð	Alls	2020	Alls	1986
Fjallabyggð	Alls	2021	Alls	1948
Fjallabyggð	Alls	2022	Alls	1942
Fjallabyggð	Alls	2023	Alls	1948
Fjallabyggð	Alls	2024	Alls	1973
Dalvíkurbyggð	Alls	2006	Alls	1924
Dalvíkurbyggð	Alls	2007	Alls	1958
Dalvíkurbyggð	Alls	2008	Alls	1959
Dalvíkurbyggð	Alls	2009	Alls	1947
Dalvíkurbyggð	Alls	2010	Alls	1949
Dalvíkurbyggð	Alls	2011	Alls	1940
Dalvíkurbyggð	Alls	2012	Alls	1891
Dalvíkurbyggð	Alls	2013	Alls	1859
Dalvíkurbyggð	Alls	2014	Alls	1856
Dalvíkurbyggð	Alls	2015	Alls	1849
Dalvíkurbyggð	Alls	2016	Alls	1829
Dalvíkurbyggð	Alls	2017	Alls	1815
Dalvíkurbyggð	Alls	2018	Alls	1848
Dalvíkurbyggð	Alls	2019	Alls	1878
Dalvíkurbyggð	Alls	2020	Alls	1870
Dalvíkurbyggð	Alls	2021	Alls	1824
Dalvíkurbyggð	Alls	2022	Alls	1828
Dalvíkurbyggð	Alls	2023	Alls	1874
Dalvíkurbyggð	Alls	2024	Alls	1866
Eyjafjarðarsveit	Alls	2006	Alls	981
Eyjafjarðarsveit	Alls	2007	Alls	1004
Eyjafjarðarsveit	Alls	2008	Alls	1009
Eyjafjarðarsveit	Alls	2009	Alls	1039
Eyjafjarðarsveit	Alls	2010	Alls	1025
Eyjafjarðarsveit	Alls	2011	Alls	1007
Eyjafjarðarsveit	Alls	2012	Alls	1015
Eyjafjarðarsveit	Alls	2013	Alls	1003
Eyjafjarðarsveit	Alls	2014	Alls	1008
Eyjafjarðarsveit	Alls	2015	Alls	1016
Eyjafjarðarsveit	Alls	2016	Alls	1016
Eyjafjarðarsveit	Alls	2017	Alls	1000
Eyjafjarðarsveit	Alls	2018	Alls	1003
Eyjafjarðarsveit	Alls	2019	Alls	1031
Eyjafjarðarsveit	Alls	2020	Alls	1060
Eyjafjarðarsveit	Alls	2021	Alls	1081
Eyjafjarðarsveit	Alls	2022	Alls	1101
Eyjafjarðarsveit	Alls	2023	Alls	1149
Eyjafjarðarsveit	Alls	2024	Alls	1162
Hörgársveit	Alls	2006	Alls	571
Hörgársveit	Alls	2007	Alls	587
Hörgársveit	Alls	2008	Alls	589
Hörgársveit	Alls	2009	Alls	590
Hörgársveit	Alls	2010	Alls	607
Hörgársveit	Alls	2011	Alls	593
Hörgársveit	Alls	2012	Alls	576
Hörgársveit	Alls	2013	Alls	557
Hörgársveit	Alls	2014	Alls	550
Hörgársveit	Alls	2015	Alls	564
Hörgársveit	Alls	2016	Alls	547
Hörgársveit	Alls	2017	Alls	563
Hörgársveit	Alls	2018	Alls	569
Hörgársveit	Alls	2019	Alls	606
Hörgársveit	Alls	2020	Alls	611
Hörgársveit	Alls	2021	Alls	642
Hörgársveit	Alls	2022	Alls	692
Hörgársveit	Alls	2023	Alls	766
Hörgársveit	Alls	2024	Alls	791
Svalbarðsstrandarhreppur	Alls	2006	Alls	383
Svalbarðsstrandarhreppur	Alls	2007	Alls	381
Svalbarðsstrandarhreppur	Alls	2008	Alls	390
Svalbarðsstrandarhreppur	Alls	2009	Alls	396
Svalbarðsstrandarhreppur	Alls	2010	Alls	413
Svalbarðsstrandarhreppur	Alls	2011	Alls	390
Svalbarðsstrandarhreppur	Alls	2012	Alls	381
Svalbarðsstrandarhreppur	Alls	2013	Alls	405
Svalbarðsstrandarhreppur	Alls	2014	Alls	379
Svalbarðsstrandarhreppur	Alls	2015	Alls	407
Svalbarðsstrandarhreppur	Alls	2016	Alls	423
Svalbarðsstrandarhreppur	Alls	2017	Alls	438
Svalbarðsstrandarhreppur	Alls	2018	Alls	473
Svalbarðsstrandarhreppur	Alls	2019	Alls	470
Svalbarðsstrandarhreppur	Alls	2020	Alls	440
Svalbarðsstrandarhreppur	Alls	2021	Alls	429
Svalbarðsstrandarhreppur	Alls	2022	Alls	440
Svalbarðsstrandarhreppur	Alls	2023	Alls	475
Svalbarðsstrandarhreppur	Alls	2024	Alls	491
Grýtubakkahreppur	Alls	2006	Alls	367
Grýtubakkahreppur	Alls	2007	Alls	369
Grýtubakkahreppur	Alls	2008	Alls	354
Grýtubakkahreppur	Alls	2009	Alls	338
Grýtubakkahreppur	Alls	2010	Alls	337
Grýtubakkahreppur	Alls	2011	Alls	333
Grýtubakkahreppur	Alls	2012	Alls	343
Grýtubakkahreppur	Alls	2013	Alls	351
Grýtubakkahreppur	Alls	2014	Alls	348
Grýtubakkahreppur	Alls	2015	Alls	362
Grýtubakkahreppur	Alls	2016	Alls	351
Grýtubakkahreppur	Alls	2017	Alls	351
Grýtubakkahreppur	Alls	2018	Alls	371
Grýtubakkahreppur	Alls	2019	Alls	369
Grýtubakkahreppur	Alls	2020	Alls	366
Grýtubakkahreppur	Alls	2021	Alls	365
Grýtubakkahreppur	Alls	2022	Alls	362
Grýtubakkahreppur	Alls	2023	Alls	373
Grýtubakkahreppur	Alls	2024	Alls	396
Tjörneshreppur	Alls	2006	Alls	63
Tjörneshreppur	Alls	2007	Alls	60
Tjörneshreppur	Alls	2008	Alls	60
Tjörneshreppur	Alls	2009	Alls	58
Tjörneshreppur	Alls	2010	Alls	56
Tjörneshreppur	Alls	2011	Alls	57
Tjörneshreppur	Alls	2012	Alls	55
Tjörneshreppur	Alls	2013	Alls	55
Tjörneshreppur	Alls	2014	Alls	55
Tjörneshreppur	Alls	2015	Alls	59
Tjörneshreppur	Alls	2016	Alls	60
Tjörneshreppur	Alls	2017	Alls	57
Tjörneshreppur	Alls	2018	Alls	58
Tjörneshreppur	Alls	2019	Alls	53
Tjörneshreppur	Alls	2020	Alls	53
Tjörneshreppur	Alls	2021	Alls	56
Tjörneshreppur	Alls	2022	Alls	61
Tjörneshreppur	Alls	2023	Alls	56
Tjörneshreppur	Alls	2024	Alls	52
Þingeyjarsveit	Alls	2006	Alls	1372
Þingeyjarsveit	Alls	2007	Alls	1364
Þingeyjarsveit	Alls	2008	Alls	1344
Þingeyjarsveit	Alls	2009	Alls	1336
Þingeyjarsveit	Alls	2010	Alls	1316
Þingeyjarsveit	Alls	2011	Alls	1319
Þingeyjarsveit	Alls	2012	Alls	1282
Þingeyjarsveit	Alls	2013	Alls	1271
Þingeyjarsveit	Alls	2014	Alls	1274
Þingeyjarsveit	Alls	2015	Alls	1301
Þingeyjarsveit	Alls	2016	Alls	1308
Þingeyjarsveit	Alls	2017	Alls	1316
Þingeyjarsveit	Alls	2018	Alls	1412
Þingeyjarsveit	Alls	2019	Alls	1346
Þingeyjarsveit	Alls	2020	Alls	1321
Þingeyjarsveit	Alls	2021	Alls	1267
Þingeyjarsveit	Alls	2022	Alls	1306
Þingeyjarsveit	Alls	2023	Alls	1345
Þingeyjarsveit	Alls	2024	Alls	1410
Langanesbyggð	Alls	2006	Alls	651
Langanesbyggð	Alls	2007	Alls	626
Langanesbyggð	Alls	2008	Alls	596
Langanesbyggð	Alls	2009	Alls	616
Langanesbyggð	Alls	2010	Alls	632
Langanesbyggð	Alls	2011	Alls	603
Langanesbyggð	Alls	2012	Alls	609
Langanesbyggð	Alls	2013	Alls	612
Langanesbyggð	Alls	2014	Alls	614
Langanesbyggð	Alls	2015	Alls	604
Langanesbyggð	Alls	2016	Alls	597
Langanesbyggð	Alls	2017	Alls	572
Langanesbyggð	Alls	2018	Alls	565
Langanesbyggð	Alls	2019	Alls	575
Langanesbyggð	Alls	2020	Alls	555
Langanesbyggð	Alls	2021	Alls	580
Langanesbyggð	Alls	2022	Alls	576
Langanesbyggð	Alls	2023	Alls	559
Langanesbyggð	Alls	2024	Alls	540
Fjarðabyggð	Alls	2006	Alls	5088
Fjarðabyggð	Alls	2007	Alls	5959
Fjarðabyggð	Alls	2008	Alls	5368
Fjarðabyggð	Alls	2009	Alls	4920
Fjarðabyggð	Alls	2010	Alls	4851
Fjarðabyggð	Alls	2011	Alls	4739
Fjarðabyggð	Alls	2012	Alls	4731
Fjarðabyggð	Alls	2013	Alls	4732
Fjarðabyggð	Alls	2014	Alls	4813
Fjarðabyggð	Alls	2015	Alls	4879
Fjarðabyggð	Alls	2016	Alls	4807
Fjarðabyggð	Alls	2017	Alls	4813
Fjarðabyggð	Alls	2018	Alls	4897
Fjarðabyggð	Alls	2019	Alls	5013
Fjarðabyggð	Alls	2020	Alls	4983
Fjarðabyggð	Alls	2021	Alls	4967
Fjarðabyggð	Alls	2022	Alls	5074
Fjarðabyggð	Alls	2023	Alls	5070
Fjarðabyggð	Alls	2024	Alls	5163
Múlaþing	Alls	2006	Alls	5326
Múlaþing	Alls	2007	Alls	5988
Múlaþing	Alls	2008	Alls	5416
Múlaþing	Alls	2009	Alls	5008
Múlaþing	Alls	2010	Alls	4750
Múlaþing	Alls	2011	Alls	4604
Múlaþing	Alls	2012	Alls	4615
Múlaþing	Alls	2013	Alls	4638
Múlaþing	Alls	2014	Alls	4683
Múlaþing	Alls	2015	Alls	4624
Múlaþing	Alls	2016	Alls	4636
Múlaþing	Alls	2017	Alls	4672
Múlaþing	Alls	2018	Alls	4753
Múlaþing	Alls	2019	Alls	4818
Múlaþing	Alls	2020	Alls	4853
Múlaþing	Alls	2021	Alls	4929
Múlaþing	Alls	2022	Alls	4960
Múlaþing	Alls	2023	Alls	5076
Múlaþing	Alls	2024	Alls	5177
Vopnafjarðarhreppur	Alls	2006	Alls	726
Vopnafjarðarhreppur	Alls	2007	Alls	712
Vopnafjarðarhreppur	Alls	2008	Alls	699
Vopnafjarðarhreppur	Alls	2009	Alls	674
Vopnafjarðarhreppur	Alls	2010	Alls	683
Vopnafjarðarhreppur	Alls	2011	Alls	664
Vopnafjarðarhreppur	Alls	2012	Alls	662
Vopnafjarðarhreppur	Alls	2013	Alls	679
Vopnafjarðarhreppur	Alls	2014	Alls	689
Vopnafjarðarhreppur	Alls	2015	Alls	669
Vopnafjarðarhreppur	Alls	2016	Alls	647
Vopnafjarðarhreppur	Alls	2017	Alls	642
Vopnafjarðarhreppur	Alls	2018	Alls	654
Vopnafjarðarhreppur	Alls	2019	Alls	656
Vopnafjarðarhreppur	Alls	2020	Alls	652
Vopnafjarðarhreppur	Alls	2021	Alls	648
Vopnafjarðarhreppur	Alls	2022	Alls	660
Vopnafjarðarhreppur	Alls	2023	Alls	650
Vopnafjarðarhreppur	Alls	2024	Alls	650
Fljótsdalshreppur	Alls	2006	Alls	376
Fljótsdalshreppur	Alls	2007	Alls	526
Fljótsdalshreppur	Alls	2008	Alls	394
Fljótsdalshreppur	Alls	2009	Alls	135
Fljótsdalshreppur	Alls	2010	Alls	89
Fljótsdalshreppur	Alls	2011	Alls	79
Fljótsdalshreppur	Alls	2012	Alls	77
Fljótsdalshreppur	Alls	2013	Alls	80
Fljótsdalshreppur	Alls	2014	Alls	68
Fljótsdalshreppur	Alls	2015	Alls	75
Fljótsdalshreppur	Alls	2016	Alls	73
Fljótsdalshreppur	Alls	2017	Alls	81
Fljótsdalshreppur	Alls	2018	Alls	76
Fljótsdalshreppur	Alls	2019	Alls	73
Fljótsdalshreppur	Alls	2020	Alls	84
Fljótsdalshreppur	Alls	2021	Alls	93
Fljótsdalshreppur	Alls	2022	Alls	97
Fljótsdalshreppur	Alls	2023	Alls	85
Fljótsdalshreppur	Alls	2024	Alls	95
Vestmannaeyjabær	Alls	2006	Alls	4172
Vestmannaeyjabær	Alls	2007	Alls	4084
Vestmannaeyjabær	Alls	2008	Alls	4055
Vestmannaeyjabær	Alls	2009	Alls	4086
Vestmannaeyjabær	Alls	2010	Alls	4135
Vestmannaeyjabær	Alls	2011	Alls	4092
Vestmannaeyjabær	Alls	2012	Alls	4148
Vestmannaeyjabær	Alls	2013	Alls	4182
Vestmannaeyjabær	Alls	2014	Alls	4232
Vestmannaeyjabær	Alls	2015	Alls	4239
Vestmannaeyjabær	Alls	2016	Alls	4232
Vestmannaeyjabær	Alls	2017	Alls	4246
Vestmannaeyjabær	Alls	2018	Alls	4244
Vestmannaeyjabær	Alls	2019	Alls	4243
Vestmannaeyjabær	Alls	2020	Alls	4264
Vestmannaeyjabær	Alls	2021	Alls	4248
Vestmannaeyjabær	Alls	2022	Alls	4286
Vestmannaeyjabær	Alls	2023	Alls	4376
Vestmannaeyjabær	Alls	2024	Alls	4444
Sveitarfélagið Árborg	Alls	2006	Alls	6987
Sveitarfélagið Árborg	Alls	2007	Alls	7311
Sveitarfélagið Árborg	Alls	2008	Alls	7635
Sveitarfélagið Árborg	Alls	2009	Alls	7922
Sveitarfélagið Árborg	Alls	2010	Alls	7811
Sveitarfélagið Árborg	Alls	2011	Alls	7729
Sveitarfélagið Árborg	Alls	2012	Alls	7694
Sveitarfélagið Árborg	Alls	2013	Alls	7740
Sveitarfélagið Árborg	Alls	2014	Alls	7795
Sveitarfélagið Árborg	Alls	2015	Alls	7960
Sveitarfélagið Árborg	Alls	2016	Alls	8108
Sveitarfélagið Árborg	Alls	2017	Alls	8368
Sveitarfélagið Árborg	Alls	2018	Alls	8892
Sveitarfélagið Árborg	Alls	2019	Alls	9364
Sveitarfélagið Árborg	Alls	2020	Alls	9902
Sveitarfélagið Árborg	Alls	2021	Alls	10286
Sveitarfélagið Árborg	Alls	2022	Alls	10664
Sveitarfélagið Árborg	Alls	2023	Alls	11052
Sveitarfélagið Árborg	Alls	2024	Alls	11565
Sveitarfélagið Hornafjörður	Alls	2006	Alls	2181
Sveitarfélagið Hornafjörður	Alls	2007	Alls	2181
Sveitarfélagið Hornafjörður	Alls	2008	Alls	2125
Sveitarfélagið Hornafjörður	Alls	2009	Alls	2112
Sveitarfélagið Hornafjörður	Alls	2010	Alls	2086
Sveitarfélagið Hornafjörður	Alls	2011	Alls	2095
Sveitarfélagið Hornafjörður	Alls	2012	Alls	2122
Sveitarfélagið Hornafjörður	Alls	2013	Alls	2141
Sveitarfélagið Hornafjörður	Alls	2014	Alls	2152
Sveitarfélagið Hornafjörður	Alls	2015	Alls	2123
Sveitarfélagið Hornafjörður	Alls	2016	Alls	2142
Sveitarfélagið Hornafjörður	Alls	2017	Alls	2164
Sveitarfélagið Hornafjörður	Alls	2018	Alls	2269
Sveitarfélagið Hornafjörður	Alls	2019	Alls	2357
Sveitarfélagið Hornafjörður	Alls	2020	Alls	2359
Sveitarfélagið Hornafjörður	Alls	2021	Alls	2305
Sveitarfélagið Hornafjörður	Alls	2022	Alls	2359
Sveitarfélagið Hornafjörður	Alls	2023	Alls	2447
Sveitarfélagið Hornafjörður	Alls	2024	Alls	2487
Mýrdalshreppur	Alls	2006	Alls	504
Mýrdalshreppur	Alls	2007	Alls	496
Mýrdalshreppur	Alls	2008	Alls	489
Mýrdalshreppur	Alls	2009	Alls	489
Mýrdalshreppur	Alls	2010	Alls	510
Mýrdalshreppur	Alls	2011	Alls	459
Mýrdalshreppur	Alls	2012	Alls	451
Mýrdalshreppur	Alls	2013	Alls	456
Mýrdalshreppur	Alls	2014	Alls	485
Mýrdalshreppur	Alls	2015	Alls	478
Mýrdalshreppur	Alls	2016	Alls	513
Mýrdalshreppur	Alls	2017	Alls	552
Mýrdalshreppur	Alls	2018	Alls	611
Mýrdalshreppur	Alls	2019	Alls	667
Mýrdalshreppur	Alls	2020	Alls	683
Mýrdalshreppur	Alls	2021	Alls	707
Mýrdalshreppur	Alls	2022	Alls	758
Mýrdalshreppur	Alls	2023	Alls	802
Mýrdalshreppur	Alls	2024	Alls	881
Skaftárhreppur	Alls	2006	Alls	491
Skaftárhreppur	Alls	2007	Alls	487
Skaftárhreppur	Alls	2008	Alls	469
Skaftárhreppur	Alls	2009	Alls	465
Skaftárhreppur	Alls	2010	Alls	445
Skaftárhreppur	Alls	2011	Alls	441
Skaftárhreppur	Alls	2012	Alls	438
Skaftárhreppur	Alls	2013	Alls	439
Skaftárhreppur	Alls	2014	Alls	448
Skaftárhreppur	Alls	2015	Alls	457
Skaftárhreppur	Alls	2016	Alls	465
Skaftárhreppur	Alls	2017	Alls	470
Skaftárhreppur	Alls	2018	Alls	555
Skaftárhreppur	Alls	2019	Alls	571
Skaftárhreppur	Alls	2020	Alls	580
Skaftárhreppur	Alls	2021	Alls	562
Skaftárhreppur	Alls	2022	Alls	580
Skaftárhreppur	Alls	2023	Alls	609
Skaftárhreppur	Alls	2024	Alls	620
Ásahreppur	Alls	2006	Alls	164
Ásahreppur	Alls	2007	Alls	158
Ásahreppur	Alls	2008	Alls	173
Ásahreppur	Alls	2009	Alls	178
Ásahreppur	Alls	2010	Alls	190
Ásahreppur	Alls	2011	Alls	188
Ásahreppur	Alls	2012	Alls	198
Ásahreppur	Alls	2013	Alls	190
Ásahreppur	Alls	2014	Alls	188
Ásahreppur	Alls	2015	Alls	211
Ásahreppur	Alls	2016	Alls	213
Ásahreppur	Alls	2017	Alls	251
Ásahreppur	Alls	2018	Alls	246
Ásahreppur	Alls	2019	Alls	232
Ásahreppur	Alls	2020	Alls	232
Ásahreppur	Alls	2021	Alls	246
Ásahreppur	Alls	2022	Alls	246
Ásahreppur	Alls	2023	Alls	268
Ásahreppur	Alls	2024	Alls	293
Rangárþing eystra	Alls	2006	Alls	1669
Rangárþing eystra	Alls	2007	Alls	1696
Rangárþing eystra	Alls	2008	Alls	1752
Rangárþing eystra	Alls	2009	Alls	1762
Rangárþing eystra	Alls	2010	Alls	1745
Rangárþing eystra	Alls	2011	Alls	1681
Rangárþing eystra	Alls	2012	Alls	1697
Rangárþing eystra	Alls	2013	Alls	1700
Rangárþing eystra	Alls	2014	Alls	1681
Rangárþing eystra	Alls	2015	Alls	1725
Rangárþing eystra	Alls	2016	Alls	1742
Rangárþing eystra	Alls	2017	Alls	1711
Rangárþing eystra	Alls	2018	Alls	1771
Rangárþing eystra	Alls	2019	Alls	1889
Rangárþing eystra	Alls	2020	Alls	1905
Rangárþing eystra	Alls	2021	Alls	1846
Rangárþing eystra	Alls	2022	Alls	1892
Rangárþing eystra	Alls	2023	Alls	1949
Rangárþing eystra	Alls	2024	Alls	2007
Rangárþing ytra	Alls	2006	Alls	1454
Rangárþing ytra	Alls	2007	Alls	1528
Rangárþing ytra	Alls	2008	Alls	1557
Rangárþing ytra	Alls	2009	Alls	1604
Rangárþing ytra	Alls	2010	Alls	1543
Rangárþing ytra	Alls	2011	Alls	1506
Rangárþing ytra	Alls	2012	Alls	1477
Rangárþing ytra	Alls	2013	Alls	1481
Rangárþing ytra	Alls	2014	Alls	1515
Rangárþing ytra	Alls	2015	Alls	1519
Rangárþing ytra	Alls	2016	Alls	1497
Rangárþing ytra	Alls	2017	Alls	1510
Rangárþing ytra	Alls	2018	Alls	1582
Rangárþing ytra	Alls	2019	Alls	1606
Rangárþing ytra	Alls	2020	Alls	1644
Rangárþing ytra	Alls	2021	Alls	1686
Rangárþing ytra	Alls	2022	Alls	1745
Rangárþing ytra	Alls	2023	Alls	1807
Rangárþing ytra	Alls	2024	Alls	1867
Hrunamannahreppur	Alls	2006	Alls	766
Hrunamannahreppur	Alls	2007	Alls	786
Hrunamannahreppur	Alls	2008	Alls	805
Hrunamannahreppur	Alls	2009	Alls	793
Hrunamannahreppur	Alls	2010	Alls	788
Hrunamannahreppur	Alls	2011	Alls	781
Hrunamannahreppur	Alls	2012	Alls	756
Hrunamannahreppur	Alls	2013	Alls	778
Hrunamannahreppur	Alls	2014	Alls	776
Hrunamannahreppur	Alls	2015	Alls	787
Hrunamannahreppur	Alls	2016	Alls	784
Hrunamannahreppur	Alls	2017	Alls	760
Hrunamannahreppur	Alls	2018	Alls	762
Hrunamannahreppur	Alls	2019	Alls	775
Hrunamannahreppur	Alls	2020	Alls	800
Hrunamannahreppur	Alls	2021	Alls	796
Hrunamannahreppur	Alls	2022	Alls	796
Hrunamannahreppur	Alls	2023	Alls	852
Hrunamannahreppur	Alls	2024	Alls	865
Hveragerðisbær	Alls	2006	Alls	2084
Hveragerðisbær	Alls	2007	Alls	2184
Hveragerðisbær	Alls	2008	Alls	2289
Hveragerðisbær	Alls	2009	Alls	2315
Hveragerðisbær	Alls	2010	Alls	2291
Hveragerðisbær	Alls	2011	Alls	2275
Hveragerðisbær	Alls	2012	Alls	2237
Hveragerðisbær	Alls	2013	Alls	2252
Hveragerðisbær	Alls	2014	Alls	2300
Hveragerðisbær	Alls	2015	Alls	2345
Hveragerðisbær	Alls	2016	Alls	2422
Hveragerðisbær	Alls	2017	Alls	2441
Hveragerðisbær	Alls	2018	Alls	2533
Hveragerðisbær	Alls	2019	Alls	2596
Hveragerðisbær	Alls	2020	Alls	2654
Hveragerðisbær	Alls	2021	Alls	2739
Hveragerðisbær	Alls	2022	Alls	2941
Hveragerðisbær	Alls	2023	Alls	3139
Hveragerðisbær	Alls	2024	Alls	3265
Sveitarfélagið Ölfus	Alls	2006	Alls	1794
Sveitarfélagið Ölfus	Alls	2007	Alls	1846
Sveitarfélagið Ölfus	Alls	2008	Alls	1957
Sveitarfélagið Ölfus	Alls	2009	Alls	1997
Sveitarfélagið Ölfus	Alls	2010	Alls	1952
Sveitarfélagið Ölfus	Alls	2011	Alls	1883
