sveitarfel,year,property_type,total_price,total_area,average_price_per_sqm
Akureyrarbær,2015,Fjölbýli,553203,2233,247.73981191222572
Akureyrarbær,2015,Sérbýli,347050,1362,254.80910425844345
Akureyrarbær,2016,Atvinnuhúsnæði,57000,222,256.7567567567568
Akureyrarbær,2016,Bílskúr/skúr,5400,24,225
Akureyrarbær,2016,Einbýli,470500,1927,244.16190970420342
Akureyrarbær,2016,Fjölbýli,1168300,4426,263.9629462268414
Akureyrarbær,2016,Sérbýli,597400,2049,291.5568570034163
Akureyrarbær,2017,Atvinnuhúsnæði,111500,504,221.23015873015873
Akureyrarbær,2017,Einbýli,550100,2093,262.82847587195414
Akureyrarbær,2017,Fjölbýli,1562867,5275,296.2781042654028
Akureyrarbær,2017,Sérbýli,604450,1870,323.2352941176471
Akureyrarbær,2018,Atvinnuhúsnæði,84980,360,236.05555555555554
Akureyrarbær,2018,Einbýli,737300,2372,310.8347386172007
Akureyrarbær,2018,Fjölbýli,2550114,7474,341.1980198019802
Akureyrarbær,2018,Sérbýli,447100,1398,319.8140200286123
Akureyrarbær,2019,Annað,18500,88,210.22727272727272
Akureyrarbær,2019,Atvinnuhúsnæði,121280,514,235.9533073929961
Akureyrarbær,2019,Bílskúr/skúr,37500,103,364.07766990291265
Akureyrarbær,2019,Einbýli,384050,1443,266.14691614691617
Akureyrarbær,2019,Fjölbýli,1869579,5364,348.54194630872485
Akureyrarbær,2019,Sérbýli,482500,1395,345.8781362007168
Akureyrarbær,2020,Atvinnuhúsnæði,353955,1432,247.17527932960894
Akureyrarbær,2020,Einbýli,890600,2886,308.5932085932086
Akureyrarbær,2020,Fjölbýli,1941700,5572,348.4745154343144
Akureyrarbær,2020,Sérbýli,804000,2428,331.1367380560132
Akureyrarbær,2021,Annað,29900,132,226.5151515151515
Akureyrarbær,2021,Atvinnuhúsnæði,55179,238,231.84453781512605
Akureyrarbær,2021,Einbýli,761200,2258,337.1124889282551
Akureyrarbær,2021,Fjölbýli,2509691,6574,381.76011560693644
Akureyrarbær,2021,Sérbýli,651200,1696,383.9622641509434
Akureyrarbær,2022,Atvinnuhúsnæði,187700,441,425.6235827664399
Akureyrarbær,2022,Einbýli,868000,2005,432.91770573566083
Akureyrarbær,2022,Fjölbýli,2023075,4025,502.6273291925466
Akureyrarbær,2022,Sérbýli,742800,1445,514.0484429065745
Akureyrarbær,2023,Atvinnuhúsnæði,297860,988,301.47773279352225
Akureyrarbær,2023,Einbýli,631200,1565,403.3226837060703
Akureyrarbær,2023,Fjölbýli,2375300,4396,540.3321201091902
Akureyrarbær,2023,Sérbýli,814975,1539,529.54840805718
Akureyrarbær,2024,Atvinnuhúsnæði,739816,2028,364.8007889546351
Akureyrarbær,2024,Bílskúr/skúr,8500,16,531.25
Akureyrarbær,2024,Einbýli,1142100,2415,472.9192546583851
Akureyrarbær,2024,Fjölbýli,2065800,3495,591.0729613733905
Akureyrarbær,2024,Sérbýli,1680950,2926,574.4873547505126
Bláskógabyggð,2006,Sumarhús,36244,133,272.5112781954887
Bláskógabyggð,2007,Sumarhús,163000,439,371.2984054669704
Bláskógabyggð,2010,Sumarhús,31500,83,379.51807228915663
Bláskógabyggð,2011,Sumarhús,64000,196,326.53061224489795
Bláskógabyggð,2012,Sumarhús,56100,133,421.8045112781955
Bláskógabyggð,2013,Sumarhús,43500,142,306.3380281690141
Bláskógabyggð,2014,Sumarhús,27400,106,258.49056603773585
Bláskógabyggð,2016,Annað,111000,198,560.6060606060606
Bláskógabyggð,2016,Einbýli,42000,147,285.7142857142857
Bláskógabyggð,2016,Sumarhús,30000,101,297.029702970297
Bláskógabyggð,2016,Sérbýli,25000,108,231.4814814814815
Bláskógabyggð,2017,Fjölbýli,4446000,20556,216.28721541155866
Bláskógabyggð,2017,Sumarhús,93700,293,319.7952218430034
Bláskógabyggð,2018,Sumarhús,186600,620,300.96774193548384
Bláskógabyggð,2018,Sérbýli,21000,72,291.6666666666667
Bláskógabyggð,2019,Annað,150000,198,757.5757575757576
Bláskógabyggð,2019,Atvinnuhúsnæði,15000,60,250
Bláskógabyggð,2019,Sumarhús,128300,353,363.4560906515581
Bláskógabyggð,2020,Sumarhús,131900,356,370.5056179775281
Bláskógabyggð,2020,Sérbýli,282400,825,342.3030303030303
Bláskógabyggð,2021,Sumarhús,318900,797,400.1254705144291
Bláskógabyggð,2021,Sérbýli,28400,112,253.57142857142858
Bláskógabyggð,2022,Sumarhús,258500,490,527.5510204081633
Bláskógabyggð,2022,Sérbýli,78000,159,490.5660377358491
Bláskógabyggð,2023,Einbýli,192330,639,300.98591549295776
Bláskógabyggð,2023,Sumarhús,167500,396,422.979797979798
Bláskógabyggð,2023,Sérbýli,94500,199,474.8743718592965
Bláskógabyggð,2024,Annað,190000,295,644.0677966101695
Bláskógabyggð,2024,Atvinnuhúsnæði,225000,1080,208.33333333333334
Bláskógabyggð,2024,Einbýli,206850,355,582.6760563380282
Bláskógabyggð,2024,Fjölbýli,156600,270,580
Bláskógabyggð,2024,Sumarhús,413500,687,601.8922852983989
Bolungarvíkurkaupstaður,2013,Fjölbýli,28000,101,277.2277227722772
Bolungarvíkurkaupstaður,2016,Einbýli,5500,25,220
Bolungarvíkurkaupstaður,2017,Fjölbýli,22500,101,222.77227722772278
Bolungarvíkurkaupstaður,2020,Fjölbýli,30000,83,361.4457831325301
Bolungarvíkurkaupstaður,2021,Einbýli,54000,263,205.32319391634982
Bolungarvíkurkaupstaður,2022,Einbýli,41900,180,232.77777777777777
Bolungarvíkurkaupstaður,2022,Fjölbýli,30500,107,285.04672897196264
Bolungarvíkurkaupstaður,2023,Fjölbýli,22000,82,268.2926829268293
Borgarbyggð,2006,Einbýli,14500,69,210.14492753623188
Borgarbyggð,2006,Sumarhús,6000,30,200
Borgarbyggð,2007,Fjölbýli,38200,190,201.05263157894737
Borgarbyggð,2007,Sumarhús,30200,125,241.6
Borgarbyggð,2008,Fjölbýli,31875,134,237.87313432835822
Borgarbyggð,2008,Sérbýli,18300,69,265.2173913043478
Borgarbyggð,2010,Sérbýli,15800,69,228.9855072463768
Borgarbyggð,2011,Sumarhús,12000,50,240
Borgarbyggð,2013,Sumarhús,14500,45,322.22222222222223
Borgarbyggð,2014,Sumarhús,29900,115,260
Borgarbyggð,2015,Einbýli,18500,89,207.86516853932585
Borgarbyggð,2015,Sumarhús,33600,129,260.4651162790698
Borgarbyggð,2016,Einbýli,18000,69,260.8695652173913
Borgarbyggð,2016,Fjölbýli,22800,71,321.1267605633803
Borgarbyggð,2016,Sumarhús,71900,217,331.33640552995394
Borgarbyggð,2016,Sérbýli,42700,187,228.34224598930481
Borgarbyggð,2017,Einbýli,81400,378,215.34391534391534
Borgarbyggð,2017,Fjölbýli,107700,360,299.1666666666667
Borgarbyggð,2017,Sumarhús,105500,400,263.75
Borgarbyggð,2018,Einbýli,275400,1196,230.26755852842808
Borgarbyggð,2018,Fjölbýli,115500,457,252.73522975929978
Borgarbyggð,2018,Sumarhús,105350,332,317.3192771084337
Borgarbyggð,2018,Sérbýli,19430,69,281.59420289855075
Borgarbyggð,2019,Einbýli,63550,283,224.55830388692578
Borgarbyggð,2019,Fjölbýli,127500,436,292.43119266055044
Borgarbyggð,2019,Sumarhús,51200,193,265.2849740932642
Borgarbyggð,2019,Sérbýli,38500,144,267.3611111111111
Borgarbyggð,2020,Einbýli,104000,450,231.11111111111111
Borgarbyggð,2020,Fjölbýli,90500,322,281.055900621118
Borgarbyggð,2020,Sumarhús,116308,359,323.97771587743733
Borgarbyggð,2020,Sérbýli,20000,69,289.8550724637681
Borgarbyggð,2021,Einbýli,341750,1190,287.1848739495798
Borgarbyggð,2021,Fjölbýli,96900,257,377.0428015564202
Borgarbyggð,2021,Sumarhús,208521,562,371.0338078291815
Borgarbyggð,2021,Sérbýli,25000,69,362.3188405797101
Borgarbyggð,2022,Atvinnuhúsnæði,28000,128,218.75
Borgarbyggð,2022,Einbýli,432000,1289,335.1435221101629
Borgarbyggð,2022,Fjölbýli,72900,201,362.6865671641791
Borgarbyggð,2022,Sumarhús,551300,1141,483.1726555652936
Borgarbyggð,2023,Atvinnuhúsnæði,775000,1306,593.4150076569679
Borgarbyggð,2023,Einbýli,464034,912,508.8092105263158
Borgarbyggð,2023,Fjölbýli,36500,96,380.2083333333333
Borgarbyggð,2023,Sumarhús,177000,406,435.9605911330049
Borgarbyggð,2024,Einbýli,241724,568,425.57042253521126
Borgarbyggð,2024,Fjölbýli,258700,801,322.9712858926342
Borgarbyggð,2024,Sumarhús,92000,216,425.9259259259259
Borgarbyggð,2024,Sérbýli,97367,321,303.3239875389408
Dalabyggð,2016,Sumarhús,8000,25,320
Dalabyggð,2017,Annað,29500,86,343.0232558139535
Dalabyggð,2017,Sumarhús,29500,86,343.0232558139535
Dalabyggð,2018,Einbýli,26000,124,209.67741935483872
Dalabyggð,2019,Annað,23940,116,206.3793103448276
Dalabyggð,2019,Sumarhús,22000,86,255.8139534883721
Dalabyggð,2021,Fjölbýli,19000,87,218.39080459770116
Dalabyggð,2022,Sumarhús,35000,95,368.42105263157896
Dalabyggð,2022,Sérbýli,77000,320,240.625
Dalabyggð,2023,Sumarhús,15800,52,303.84615384615387
Dalvíkurbyggð,2014,Einbýli,31500,153,205.88235294117646
Dalvíkurbyggð,2015,Einbýli,32000,153,209.15032679738562
Dalvíkurbyggð,2015,Sumarhús,30000,138,217.3913043478261
Dalvíkurbyggð,2016,Sérbýli,16200,80,202.5
Dalvíkurbyggð,2017,Sumarhús,14500,52,278.84615384615387
Dalvíkurbyggð,2017,Sérbýli,37900,160,236.875
Dalvíkurbyggð,2018,Einbýli,147500,670,220.1492537313433
Dalvíkurbyggð,2019,Einbýli,43000,183,234.97267759562843
Dalvíkurbyggð,2019,Sérbýli,61700,152,405.92105263157896
Dalvíkurbyggð,2020,Einbýli,57600,227,253.7444933920705
Dalvíkurbyggð,2020,Fjölbýli,16000,78,205.12820512820514
Dalvíkurbyggð,2020,Sérbýli,29500,97,304.12371134020617
Dalvíkurbyggð,2021,Fjölbýli,22500,106,212.26415094339623
Dalvíkurbyggð,2021,Sérbýli,154900,390,397.1794871794872
Dalvíkurbyggð,2022,Einbýli,132000,321,411.21495327102804
Dalvíkurbyggð,2022,Sérbýli,137800,290,475.17241379310343
Dalvíkurbyggð,2023,Einbýli,42000,111,378.3783783783784
Dalvíkurbyggð,2023,Sumarhús,34500,60,575
Dalvíkurbyggð,2024,Einbýli,147000,362,406.0773480662983
Dalvíkurbyggð,2024,Fjölbýli,39100,106,368.8679245283019
Dalvíkurbyggð,2024,Sérbýli,107000,181,591.1602209944751
Eyjafjarðarsveit,2008,Einbýli,31700,153,207.18954248366012
Eyjafjarðarsveit,2008,Fjölbýli,20050,97,206.70103092783506
Eyjafjarðarsveit,2012,Einbýli,24500,96,255.20833333333334
Eyjafjarðarsveit,2013,Einbýli,33300,153,217.64705882352942
Eyjafjarðarsveit,2015,Fjölbýli,23236,97,239.5463917525773
Eyjafjarðarsveit,2018,Einbýli,92800,354,262.14689265536725
Eyjafjarðarsveit,2018,Sumarhús,24500,45,544.4444444444445
Eyjafjarðarsveit,2019,Einbýli,52500,153,343.1372549019608
