sveitarfel,year,property_type,price
Grundarfjarðarbær           ,2016,Atvinnuhúsnæði,38750.0
Grundarfjarðarbær           ,2016,Einbýli,23544.14285714286
Grundarfjarðarbær           ,2016,Fjölbýli,14395.5
Grundarfjarðarbær           ,2016,Sérbýli,18000.0
Grundarfjarðarbær           ,2017,Atvinnuhúsnæði,13725.0
Grundarfjarðarbær           ,2017,Einbýli,18708.2
Grundarfjarðarbær           ,2017,Fjölbýli,31997.235294117647
Grundarfjarðarbær           ,2017,Sérbýli,19562.5
Grundarfjarðarbær           ,2018,Atvinnuhúsnæði,5600.0
Grundarfjarðarbær           ,2018,Einbýli,28086.11111111111
Grundarfjarðarbær           ,2018,Fjölbýli,18333.333333333332
Grundarfjarðarbær           ,2018,Sérbýli,24385.714285714286
Grundarfjarðarbær           ,2019,Einbýli,32781.25
Grundarfjarðarbær           ,2019,Fjölbýli,16266.666666666666
Grundarfjarðarbær           ,2019,Sérbýli,27733.333333333332
Grundarfjarðarbær           ,2020,Atvinnuhúsnæði,12833.333333333334
Grundarfjarðarbær           ,2020,Einbýli,31028.571428571428
Grundarfjarðarbær           ,2020,Fjölbýli,17000.0
Grundarfjarðarbær           ,2020,Sérbýli,29000.0
Grundarfjarðarbær           ,2021,Atvinnuhúsnæði,51250.0
Grundarfjarðarbær           ,2021,Einbýli,35816.666666666664
Grundarfjarðarbær           ,2021,Fjölbýli,17420.0
Grundarfjarðarbær           ,2021,Sérbýli,33644.444444444445
Grundarfjarðarbær           ,2022,Atvinnuhúsnæði,15000.0
Grundarfjarðarbær           ,2022,Einbýli,30250.0
Grundarfjarðarbær           ,2022,Fjölbýli,24834.375
Grundarfjarðarbær           ,2022,Sumarhús,18000.0
Grundarfjarðarbær           ,2022,Sérbýli,29375.0
Grundarfjarðarbær           ,2023,Annað,151000.0
Grundarfjarðarbær           ,2023,Atvinnuhúsnæði,16490.909090909092
Grundarfjarðarbær           ,2023,Einbýli,44000.0
Grundarfjarðarbær           ,2023,Fjölbýli,35263.0
Grundarfjarðarbær           ,2023,Sérbýli,42880.0
Grundarfjarðarbær           ,2024,Atvinnuhúsnæði,4120.0
Grundarfjarðarbær           ,2024,Einbýli,42928.57142857143
Grundarfjarðarbær           ,2024,Fjölbýli,22000.0
Grundarfjarðarbær           ,2024,Sérbýli,39500.0
Grímsnes-og Grafningshreppur,2006,Atvinnuhúsnæði,100000.0
Grímsnes-og Grafningshreppur,2006,Einbýli,100000.0
Grímsnes-og Grafningshreppur,2006,Sumarhús,9319.037735849057
Grímsnes-og Grafningshreppur,2006,Sérbýli,18300.0
Grímsnes-og Grafningshreppur,2007,Atvinnuhúsnæði,5500.0
Grímsnes-og Grafningshreppur,2007,Einbýli,31000.0
Grímsnes-og Grafningshreppur,2007,Sumarhús,19567.14457831325
Grímsnes-og Grafningshreppur,2007,Sérbýli,20900.0
Grímsnes-og Grafningshreppur,2008,Einbýli,31500.0
Grímsnes-og Grafningshreppur,2008,Sumarhús,22217.816326530614
Grímsnes-og Grafningshreppur,2009,Sumarhús,13625.861538461539
Grímsnes-og Grafningshreppur,2010,Einbýli,17500.0
Grímsnes-og Grafningshreppur,2010,Sumarhús,14705.017857142857
Grímsnes-og Grafningshreppur,2011,Atvinnuhúsnæði,210000.0
Grímsnes-og Grafningshreppur,2011,Einbýli,6000.0
Grímsnes-og Grafningshreppur,2011,Sumarhús,16165.4
Grímsnes-og Grafningshreppur,2012,Einbýli,23500.0
Grímsnes-og Grafningshreppur,2012,Sumarhús,18186.65306122449
Grímsnes-og Grafningshreppur,2013,Annað,120500.0
Grímsnes-og Grafningshreppur,2013,Einbýli,19700.0
Grímsnes-og Grafningshreppur,2013,Sumarhús,18997.01724137931
Grímsnes-og Grafningshreppur,2014,Atvinnuhúsnæði,52250.0
Grímsnes-og Grafningshreppur,2014,Einbýli,31094.166666666668
Grímsnes-og Grafningshreppur,2014,Sumarhús,18767.1875
Grímsnes-og Grafningshreppur,2015,Einbýli,21500.0
Grímsnes-og Grafningshreppur,2015,Sumarhús,15083.958333333334
Grímsnes-og Grafningshreppur,2015,Sérbýli,56000.0
Grímsnes-og Grafningshreppur,2016,Einbýli,15050.0
Grímsnes-og Grafningshreppur,2016,Sumarhús,18070.7
Grímsnes-og Grafningshreppur,2017,Annað,152500.0
Grímsnes-og Grafningshreppur,2017,Atvinnuhúsnæði,26580.0
Grímsnes-og Grafningshreppur,2017,Einbýli,28487.5
Grímsnes-og Grafningshreppur,2017,Sumarhús,37685.934782608696
Grímsnes-og Grafningshreppur,2017,Sérbýli,25200.0
Grímsnes-og Grafningshreppur,2018,Annað,56465.333333333336
Grímsnes-og Grafningshreppur,2018,Einbýli,38875.0
Grímsnes-og Grafningshreppur,2018,Sumarhús,20929.879120879123
Grímsnes-og Grafningshreppur,2018,Sérbýli,27400.0
Grímsnes-og Grafningshreppur,2019,Annað,28750.0
Grímsnes-og Grafningshreppur,2019,Atvinnuhúsnæði,120000.0
Grímsnes-og Grafningshreppur,2019,Sumarhús,34187.01298701299
Grímsnes-og Grafningshreppur,2019,Sérbýli,29500.0
Grímsnes-og Grafningshreppur,2020,Annað,46000.0
Grímsnes-og Grafningshreppur,2020,Atvinnuhúsnæði,25000.0
Grímsnes-og Grafningshreppur,2020,Einbýli,52950.0
Grímsnes-og Grafningshreppur,2020,Sumarhús,23383.689873417723
Grímsnes-og Grafningshreppur,2020,Sérbýli,23840.0
Grímsnes-og Grafningshreppur,2021,Annað,92333.33333333333
Grímsnes-og Grafningshreppur,2021,Einbýli,48500.0
Grímsnes-og Grafningshreppur,2021,Sumarhús,32136.809782608696
Grímsnes-og Grafningshreppur,2021,Sérbýli,27642.85714285714
Grímsnes-og Grafningshreppur,2022,Annað,79500.0
Grímsnes-og Grafningshreppur,2022,Atvinnuhúsnæði,160000.0
Grímsnes-og Grafningshreppur,2022,Einbýli,53750.0
Grímsnes-og Grafningshreppur,2022,Sumarhús,35334.343434343435
Grímsnes-og Grafningshreppur,2023,Annað,1659056.6666666667
Grímsnes-og Grafningshreppur,2023,Atvinnuhúsnæði,2028048.4736842106
Grímsnes-og Grafningshreppur,2023,Einbýli,62500.0
Grímsnes-og Grafningshreppur,2023,Sumarhús,41974.509803921566
Grímsnes-og Grafningshreppur,2023,Sérbýli,128125.0
Grímsnes-og Grafningshreppur,2024,Annað,4500.0
Grímsnes-og Grafningshreppur,2024,Atvinnuhúsnæði,115854.0
Grímsnes-og Grafningshreppur,2024,Einbýli,52416.666666666664
Grímsnes-og Grafningshreppur,2024,Sumarhús,46261.221153846156
Grímsnes-og Grafningshreppur,2024,Sérbýli,66771.42857142857
Grýtubakkahreppur           ,2006,Atvinnuhúsnæði,5000.0
Grýtubakkahreppur           ,2006,Einbýli,4075.0
Grýtubakkahreppur           ,2007,Einbýli,11733.333333333334
Grýtubakkahreppur           ,2007,Sérbýli,9980.5
Grýtubakkahreppur           ,2008,Einbýli,13250.0
Grýtubakkahreppur           ,2008,Sérbýli,5000.0
Grýtubakkahreppur           ,2009,Einbýli,440.0
Grýtubakkahreppur           ,2009,Sumarhús,3500.0
Grýtubakkahreppur           ,2009,Sérbýli,13000.0
Grýtubakkahreppur           ,2010,Annað,3000.0
Grýtubakkahreppur           ,2010,Einbýli,6475.0
Grýtubakkahreppur           ,2010,Sumarhús,3500.0
Grýtubakkahreppur           ,2011,Einbýli,17750.0
Grýtubakkahreppur           ,2012,Einbýli,21700.0
Grýtubakkahreppur           ,2012,Sérbýli,16805.5
Grýtubakkahreppur           ,2013,Atvinnuhúsnæði,19000.0
Grýtubakkahreppur           ,2013,Sérbýli,17600.0
Grýtubakkahreppur           ,2014,Atvinnuhúsnæði,17000.0
Grýtubakkahreppur           ,2014,Einbýli,11000.0
Grýtubakkahreppur           ,2015,Atvinnuhúsnæði,37500.0
Grýtubakkahreppur           ,2015,Bílskúr/skúr,1000.0
Grýtubakkahreppur           ,2015,Einbýli,4900.0
Grýtubakkahreppur           ,2016,Atvinnuhúsnæði,8800.0
Grýtubakkahreppur           ,2016,Einbýli,16700.0
Grýtubakkahreppur           ,2016,Sérbýli,16333.333333333334
Grýtubakkahreppur           ,2017,Einbýli,20475.0
Grýtubakkahreppur           ,2017,Sérbýli,13060.0
Grýtubakkahreppur           ,2018,Annað,42000.0
Grýtubakkahreppur           ,2018,Atvinnuhúsnæði,5500.0
Grýtubakkahreppur           ,2018,Einbýli,29000.0
Grýtubakkahreppur           ,2018,Sérbýli,18100.0
Grýtubakkahreppur           ,2019,Atvinnuhúsnæði,13000.0
Grýtubakkahreppur           ,2019,Einbýli,2000.0
Grýtubakkahreppur           ,2019,Sumarhús,16000.0
Grýtubakkahreppur           ,2019,Sérbýli,27000.0
Grýtubakkahreppur           ,2020,Atvinnuhúsnæði,14300.0
Grýtubakkahreppur           ,2020,Einbýli,27500.0
Grýtubakkahreppur           ,2020,Sumarhús,20500.0
Grýtubakkahreppur           ,2020,Sérbýli,19850.0
Grýtubakkahreppur           ,2021,Annað,151500.0
Grýtubakkahreppur           ,2021,Atvinnuhúsnæði,11000.0
Grýtubakkahreppur           ,2021,Einbýli,34500.0
Grýtubakkahreppur           ,2021,Sumarhús,42250.0
Grýtubakkahreppur           ,2021,Sérbýli,34833.333333333336
Grýtubakkahreppur           ,2022,Atvinnuhúsnæði,12041.0
Grýtubakkahreppur           ,2022,Bílskúr/skúr,41000.0
Grýtubakkahreppur           ,2022,Einbýli,53166.666666666664
Grýtubakkahreppur           ,2022,Sumarhús,66450.0
Grýtubakkahreppur           ,2022,Sérbýli,49725.0
Grýtubakkahreppur           ,2023,Einbýli,56175.0
Grýtubakkahreppur           ,2023,Sérbýli,39950.0
Grýtubakkahreppur           ,2024,Atvinnuhúsnæði,16200.0
Grýtubakkahreppur           ,2024,Einbýli,49750.0
Grýtubakkahreppur           ,2024,Sumarhús,50000.0
Grýtubakkahreppur           ,2024,Sérbýli,48220.0
Hafnarfjarðarkaupstaður     ,2006,Atvinnuhúsnæði,32802.08571428571
Hafnarfjarðarkaupstaður     ,2006,Bílskúr/skúr,2150.0
Hafnarfjarðarkaupstaður     ,2006,Einbýli,40197.457627118645
Hafnarfjarðarkaupstaður     ,2006,Fjölbýli,21309.480093676815
Hafnarfjarðarkaupstaður     ,2006,Sérbýli,35805.26315789474
Hafnarfjarðarkaupstaður     ,2007,Annað,12000.0
Hafnarfjarðarkaupstaður     ,2007,Atvinnuhúsnæði,62559.083333333336
Hafnarfjarðarkaupstaður     ,2007,Einbýli,41422.69281045752
Hafnarfjarðarkaupstaður     ,2007,Fjölbýli,30895.42331838565
Hafnarfjarðarkaupstaður     ,2007,Sérbýli,40471.17647058824
Hafnarfjarðarkaupstaður     ,2008,Annað,60000.0
Hafnarfjarðarkaupstaður     ,2008,Atvinnuhúsnæði,37339.7294117647
Hafnarfjarðarkaupstaður     ,2008,Bílskúr/skúr,150000.0
Hafnarfjarðarkaupstaður     ,2008,Einbýli,44447.546875
Hafnarfjarðarkaupstaður     ,2008,Fjölbýli,28690.506527415142
Hafnarfjarðarkaupstaður     ,2008,Sumarhús,2500.0
Hafnarfjarðarkaupstaður     ,2008,Sérbýli,37354.651162790695
Hafnarfjarðarkaupstaður     ,2009,Atvinnuhúsnæði,92456.01666666666
Hafnarfjarðarkaupstaður     ,2009,Bílskúr/skúr,56000.0
Hafnarfjarðarkaupstaður     ,2009,Einbýli,41520.38636363636
Hafnarfjarðarkaupstaður     ,2009,Fjölbýli,87829.68181818182
Hafnarfjarðarkaupstaður     ,2009,Sérbýli,36289.27777777778
Hafnarfjarðarkaupstaður     ,2010,Atvinnuhúsnæði,38942.2
Hafnarfjarðarkaupstaður     ,2010,Einbýli,41130.09090909091
Hafnarfjarðarkaupstaður     ,2010,Fjölbýli,124574.67731629394
Hafnarfjarðarkaupstaður     ,2010,Sérbýli,38228.260869565216
Hafnarfjarðarkaupstaður     ,2011,Atvinnuhúsnæði,19434.081632653062
Hafnarfjarðarkaupstaður     ,2011,Einbýli,40601.52380952381
Hafnarfjarðarkaupstaður     ,2011,Fjölbýli,121169.43079922027
Hafnarfjarðarkaupstaður     ,2011,Sérbýli,33096.833333333336
Hafnarfjarðarkaupstaður     ,2012,Atvinnuhúsnæði,38234.437956204376
Hafnarfjarðarkaupstaður     ,2012,Einbýli,42259.46428571428
Hafnarfjarðarkaupstaður     ,2012,Fjölbýli,36542.52416356877
Hafnarfjarðarkaupstaður     ,2012,Sumarhús,2850.0
Hafnarfjarðarkaupstaður     ,2012,Sérbýli,31284.454545454544
Hafnarfjarðarkaupstaður     ,2013,Atvinnuhúsnæði,32521.608333333334
Hafnarfjarðarkaupstaður     ,2013,Einbýli,49025.59459459459
Hafnarfjarðarkaupstaður     ,2013,Fjölbýli,79624.30717863105
Hafnarfjarðarkaupstaður     ,2013,Sérbýli,57218.969696969696
Hafnarfjarðarkaupstaður     ,2014,Annað,33381.5
Hafnarfjarðarkaupstaður     ,2014,Atvinnuhúsnæði,40918.164179104475
Hafnarfjarðarkaupstaður     ,2014,Bílskúr/skúr,2500.0
Hafnarfjarðarkaupstaður     ,2014,Einbýli,44698.99082568807
Hafnarfjarðarkaupstaður     ,2014,Fjölbýli,28408.226265822785
Hafnarfjarðarkaupstaður     ,2014,Sumarhús,14500.0
Hafnarfjarðarkaupstaður     ,2014,Sérbýli,40889.26153846154
Hafnarfjarðarkaupstaður     ,2015,Atvinnuhúsnæði,46386.764285714286
Hafnarfjarðarkaupstaður     ,2015,Bílskúr/skúr,2000.0
Hafnarfjarðarkaupstaður     ,2015,Einbýli,47866.35384615385
Hafnarfjarðarkaupstaður     ,2015,Fjölbýli,45331.92679738562
Hafnarfjarðarkaupstaður     ,2015,Sérbýli,45073.66216216216
Hafnarfjarðarkaupstaður     ,2016,Atvinnuhúsnæði,34163.12962962963
Hafnarfjarðarkaupstaður     ,2016,Bílskúr/skúr,44250.0
Hafnarfjarðarkaupstaður     ,2016,Einbýli,57635.05524861879
Hafnarfjarðarkaupstaður     ,2016,Fjölbýli,57499.334889148195
Hafnarfjarðarkaupstaður     ,2016,Sérbýli,49328.4375
Hafnarfjarðarkaupstaður     ,2017,Atvinnuhúsnæði,90474.12413793104
Hafnarfjarðarkaupstaður     ,2017,Einbýli,64094.730769230766
Hafnarfjarðarkaupstaður     ,2017,Fjölbýli,137995.2457737321
Hafnarfjarðarkaupstaður     ,2017,Sérbýli,62116.666666666664
Hafnarfjarðarkaupstaður     ,2018,Atvinnuhúsnæði,45030.36885245902
Hafnarfjarðarkaupstaður     ,2018,Einbýli,73275.62295081967
Hafnarfjarðarkaupstaður     ,2018,Fjölbýli,41667.72492836676
Hafnarfjarðarkaupstaður     ,2018,Sumarhús,47000.0
Hafnarfjarðarkaupstaður     ,2018,Sérbýli,68450.84745762713
Hafnarfjarðarkaupstaður     ,2019,Annað,14000.0
Hafnarfjarðarkaupstaður     ,2019,Atvinnuhúsnæði,45979.23529411765
Hafnarfjarðarkaupstaður     ,2019,Bílskúr/skúr,8750.0
Hafnarfjarðarkaupstaður     ,2019,Einbýli,72772.85576923077
Hafnarfjarðarkaupstaður     ,2019,Fjölbýli,42541.955657492355
Hafnarfjarðarkaupstaður     ,2019,Sérbýli,70450.0
Hafnarfjarðarkaupstaður     ,2020,Annað,9700.0
Hafnarfjarðarkaupstaður     ,2020,Atvinnuhúsnæði,43480.982300884956
Hafnarfjarðarkaupstaður     ,2020,Einbýli,80468.77358490566
Hafnarfjarðarkaupstaður     ,2020,Fjölbýli,43753.73237597911
Hafnarfjarðarkaupstaður     ,2020,Sumarhús,32150.0
Hafnarfjarðarkaupstaður     ,2020,Sérbýli,74775.0
Hafnarfjarðarkaupstaður     ,2021,Annað,25000.0
Hafnarfjarðarkaupstaður     ,2021,Atvinnuhúsnæði,103959.95709570957
Hafnarfjarðarkaupstaður     ,2021,Einbýli,91113.94680851063
Hafnarfjarðarkaupstaður     ,2021,Fjölbýli,59664.52435897436
Hafnarfjarðarkaupstaður     ,2021,Sérbýli,85140.66666666667
Hafnarfjarðarkaupstaður     ,2022,Annað,23900.0
Hafnarfjarðarkaupstaður     ,2022,Atvinnuhúsnæði,130987.01237113403
Hafnarfjarðarkaupstaður     ,2022,Einbýli,116436.14457831325
Hafnarfjarðarkaupstaður     ,2022,Fjölbýli,74356.10338345864
Hafnarfjarðarkaupstaður     ,2022,Sérbýli,96668.0701754386
Hafnarfjarðarkaupstaður     ,2023,Atvinnuhúsnæði,55452.74324324324
Hafnarfjarðarkaupstaður     ,2023,Bílskúr/skúr,74000.0
Hafnarfjarðarkaupstaður     ,2023,Einbýli,116421.91358024691
Hafnarfjarðarkaupstaður     ,2023,Fjölbýli,88343.37116564417
Hafnarfjarðarkaupstaður     ,2023,Sumarhús,88000.0
Hafnarfjarðarkaupstaður     ,2023,Sérbýli,117543.75
Hafnarfjarðarkaupstaður     ,2024,Annað,28000.0
Hafnarfjarðarkaupstaður     ,2024,Atvinnuhúsnæði,134711.52150537635
Hafnarfjarðarkaupstaður     ,2024,Bílskúr/skúr,6320.0
Hafnarfjarðarkaupstaður     ,2024,Einbýli,123282.62745098039
Hafnarfjarðarkaupstaður     ,2024,Fjölbýli,108482.86666666667
Hafnarfjarðarkaupstaður     ,2024,Sumarhús,20000.0
Hafnarfjarðarkaupstaður     ,2024,Sérbýli,117933.07692307692
Hrunamannahreppur           ,2006,Atvinnuhúsnæði,11500.0
Hrunamannahreppur           ,2006,Einbýli,22234.8
Hrunamannahreppur           ,2006,Sumarhús,9466.666666666666
Hrunamannahreppur           ,2007,Atvinnuhúsnæði,17477.666666666668
Hrunamannahreppur           ,2007,Einbýli,27900.0
Hrunamannahreppur           ,2007,Fjölbýli,5250.0
Hrunamannahreppur           ,2007,Sumarhús,16478.571428571428
Hrunamannahreppur           ,2007,Sérbýli,21200.0
Hrunamannahreppur           ,2008,Atvinnuhúsnæði,17112.0
Hrunamannahreppur           ,2008,Einbýli,18432.75
Hrunamannahreppur           ,2008,Sumarhús,13373.4
Hrunamannahreppur           ,2008,Sérbýli,20000.0
Hrunamannahreppur           ,2009,Einbýli,29000.0
Hrunamannahreppur           ,2009,Sumarhús,14878.25
Hrunamannahreppur           ,2009,Sérbýli,7800.0
Hrunamannahreppur           ,2010,Einbýli,22030.0
Hrunamannahreppur           ,2010,Sumarhús,13825.0
Hrunamannahreppur           ,2011,Einbýli,17066.666666666668
Hrunamannahreppur           ,2011,Sumarhús,16600.0
Hrunamannahreppur           ,2012,Einbýli,22020.5
Hrunamannahreppur           ,2012,Sumarhús,15250.0
Hrunamannahreppur           ,2012,Sérbýli,13500.0
Hrunamannahreppur           ,2013,Annað,22000.0
Hrunamannahreppur           ,2013,Einbýli,33939.0
Hrunamannahreppur           ,2013,Sumarhús,11066.666666666666
Hrunamannahreppur           ,2013,Sérbýli,20000.0
Hrunamannahreppur           ,2014,Einbýli,31000.0
Hrunamannahreppur           ,2014,Sumarhús,17614.285714285714
Hrunamannahreppur           ,2014,Sérbýli,27500.0
Hrunamannahreppur           ,2015,Einbýli,32588.5
Hrunamannahreppur           ,2015,Sumarhús,18633.333333333332
Hrunamannahreppur           ,2015,Sérbýli,23500.0
Hrunamannahreppur           ,2016,Atvinnuhúsnæði,10500.0
Hrunamannahreppur           ,2016,Einbýli,36100.0
Hrunamannahreppur           ,2016,Sumarhús,15457.333333333334
Hrunamannahreppur           ,2016,Sérbýli,20600.0
Hrunamannahreppur           ,2017,Atvinnuhúsnæði,20000.0
Hrunamannahreppur           ,2017,Einbýli,30400.0
Hrunamannahreppur           ,2017,Sumarhús,19244.444444444445
Hrunamannahreppur           ,2017,Sérbýli,29200.0
Hrunamannahreppur           ,2018,Einbýli,15875.0
Hrunamannahreppur           ,2018,Fjölbýli,25000.0
Hrunamannahreppur           ,2018,Sumarhús,34007.142857142855
Hrunamannahreppur           ,2018,Sérbýli,25333.333333333332
Hrunamannahreppur           ,2019,Annað,185000.0
Hrunamannahreppur           ,2019,Einbýli,37112.5
Hrunamannahreppur           ,2019,Sumarhús,22872.0
Hrunamannahreppur           ,2019,Sérbýli,32000.0
Hrunamannahreppur           ,2020,Annað,11400.0
Hrunamannahreppur           ,2020,Einbýli,54800.0
Hrunamannahreppur           ,2020,Sumarhús,25586.666666666668
Hrunamannahreppur           ,2020,Sérbýli,31442.85714285714
Hrunamannahreppur           ,2021,Annað,101404.8
Hrunamannahreppur           ,2021,Atvinnuhúsnæði,75666.66666666667
Hrunamannahreppur           ,2021,Einbýli,43100.0
Hrunamannahreppur           ,2021,Sumarhús,39300.0
Hrunamannahreppur           ,2021,Sérbýli,29200.0
Hrunamannahreppur           ,2022,Annað,24000.0
Hrunamannahreppur           ,2022,Atvinnuhúsnæði,22784.285714285714
Hrunamannahreppur           ,2022,Einbýli,56475.0
Hrunamannahreppur           ,2022,Fjölbýli,47000.0
Hrunamannahreppur           ,2022,Sumarhús,45355.11111111111
Hrunamannahreppur           ,2022,Sérbýli,41654.0
Hrunamannahreppur           ,2023,Atvinnuhúsnæði,146020.0
Hrunamannahreppur           ,2023,Einbýli,33783.333333333336
Hrunamannahreppur           ,2023,Sumarhús,47620.0
Hrunamannahreppur           ,2023,Sérbýli,73771.42857142857
Hrunamannahreppur           ,2024,Annað,112333.33333333333
Hrunamannahreppur           ,2024,Atvinnuhúsnæði,25721.25
Hrunamannahreppur           ,2024,Bílskúr/skúr,6000.0
Hrunamannahreppur           ,2024,Einbýli,68670.0
Hrunamannahreppur           ,2024,Fjölbýli,46900.0
Hrunamannahreppur           ,2024,Sumarhús,30037.5
Hrunamannahreppur           ,2024,Sérbýli,60928.57142857143
Hvalfjarðarsveit            ,2006,Einbýli,44670.0
Hvalfjarðarsveit            ,2006,Sumarhús,8317.0
Hvalfjarðarsveit            ,2006,Sérbýli,22500.0
Hvalfjarðarsveit            ,2007,Atvinnuhúsnæði,21105.9
Hvalfjarðarsveit            ,2007,Einbýli,20216.0
Hvalfjarðarsveit            ,2007,Sumarhús,12639.285714285714
Hvalfjarðarsveit            ,2007,Sérbýli,22650.0
Hvalfjarðarsveit            ,2008,Einbýli,16375.0
Hvalfjarðarsveit            ,2008,Sumarhús,11998.333333333334
Hvalfjarðarsveit            ,2009,Einbýli,31461.666666666668
Hvalfjarðarsveit            ,2009,Sumarhús,10490.0
Hvalfjarðarsveit            ,2010,Einbýli,16397.833333333332
Hvalfjarðarsveit            ,2010,Sumarhús,11494.0
Hvalfjarðarsveit            ,2011,Annað,85000.0
Hvalfjarðarsveit            ,2011,Atvinnuhúsnæði,200000.0
Hvalfjarðarsveit            ,2011,Einbýli,51937.5
Hvalfjarðarsveit            ,2011,Fjölbýli,12000.0
Hvalfjarðarsveit            ,2011,Sumarhús,9475.0
Hvalfjarðarsveit            ,2012,Einbýli,18825.0
Hvalfjarðarsveit            ,2012,Sumarhús,10341.6
Hvalfjarðarsveit            ,2012,Sérbýli,7333.333333333333
Hvalfjarðarsveit            ,2013,Atvinnuhúsnæði,53250.0
Hvalfjarðarsveit            ,2013,Einbýli,21249.0
Hvalfjarðarsveit            ,2013,Fjölbýli,19000.0
Hvalfjarðarsveit            ,2013,Sumarhús,13110.714285714286
Hvalfjarðarsveit            ,2013,Sérbýli,23000.0
Hvalfjarðarsveit            ,2014,Einbýli,20420.0
Hvalfjarðarsveit            ,2014,Fjölbýli,13500.0
Hvalfjarðarsveit            ,2014,Sumarhús,10871.42857142857
Hvalfjarðarsveit            ,2014,Sérbýli,17300.0
Hvalfjarðarsveit            ,2015,Annað,95200.0
Hvalfjarðarsveit            ,2015,Einbýli,42742.857142857145
Hvalfjarðarsveit            ,2015,Fjölbýli,18000.0
Hvalfjarðarsveit            ,2015,Sumarhús,11766.153846153846
Hvalfjarðarsveit            ,2015,Sérbýli,23500.0
Hvalfjarðarsveit            ,2016,Atvinnuhúsnæði,27500.0
Hvalfjarðarsveit            ,2016,Einbýli,37108.333333333336
Hvalfjarðarsveit            ,2016,Fjölbýli,46000.0
Hvalfjarðarsveit            ,2016,Sumarhús,14697.333333333334
Hvalfjarðarsveit            ,2017,Atvinnuhúsnæði,27500.0
Hvalfjarðarsveit            ,2017,Einbýli,31944.444444444445
Hvalfjarðarsveit            ,2017,Sumarhús,14780.882352941177
Hvalfjarðarsveit            ,2017,Sérbýli,15500.0
Hvalfjarðarsveit            ,2018,Einbýli,40605.57142857143
Hvalfjarðarsveit            ,2018,Fjölbýli,5000.0
Hvalfjarðarsveit            ,2018,Sumarhús,10827.272727272728
Hvalfjarðarsveit            ,2018,Sérbýli,36000.0
Hvalfjarðarsveit            ,2019,Annað,65000.0
Hvalfjarðarsveit            ,2019,Atvinnuhúsnæði,17000.0
Hvalfjarðarsveit            ,2019,Einbýli,35171.42857142857
Hvalfjarðarsveit            ,2019,Sumarhús,18234.1
Hvalfjarðarsveit            ,2019,Sérbýli,46000.0
Hvalfjarðarsveit            ,2020,Annað,87550.0
Hvalfjarðarsveit            ,2020,Atvinnuhúsnæði,175000.0
Hvalfjarðarsveit            ,2020,Einbýli,38115.0
Hvalfjarðarsveit            ,2020,Fjölbýli,37000.0
Hvalfjarðarsveit            ,2020,Sumarhús,15489.285714285714
Hvalfjarðarsveit            ,2020,Sérbýli,60166.666666666664
Hvalfjarðarsveit            ,2021,Annað,77085.75
Hvalfjarðarsveit            ,2021,Atvinnuhúsnæði,28914.428571428572
Hvalfjarðarsveit            ,2021,Einbýli,51817.5
Hvalfjarðarsveit            ,2021,Fjölbýli,53366.666666666664
Hvalfjarðarsveit            ,2021,Sumarhús,23740.583333333332
Hvalfjarðarsveit            ,2021,Sérbýli,59166.666666666664
Hvalfjarðarsveit            ,2022,Annað,118600.0
Hvalfjarðarsveit            ,2022,Atvinnuhúsnæði,76250.0
Hvalfjarðarsveit            ,2022,Einbýli,66990.85714285714
Hvalfjarðarsveit            ,2022,Fjölbýli,56866.666666666664
Hvalfjarðarsveit            ,2022,Sumarhús,23555.555555555555
Hvalfjarðarsveit            ,2023,Atvinnuhúsnæði,178500.0
Hvalfjarðarsveit            ,2023,Einbýli,88866.66666666667
Hvalfjarðarsveit            ,2023,Fjölbýli,45041.666666666664
Hvalfjarðarsveit            ,2023,Sumarhús,30094.736842105263
Hvalfjarðarsveit            ,2023,Sérbýli,53810.0
Hvalfjarðarsveit            ,2024,Annað,52500.0
Hvalfjarðarsveit            ,2024,Atvinnuhúsnæði,27500.0
Hvalfjarðarsveit            ,2024,Einbýli,63985.71428571428
Hvalfjarðarsveit            ,2024,Fjölbýli,53916.666666666664
Hvalfjarðarsveit            ,2024,Sumarhús,47118.181818181816
Hvalfjarðarsveit            ,2024,Sérbýli,58500.0
Hveragerðisbær              ,2006,Annað,1200.0
Hveragerðisbær              ,2006,Atvinnuhúsnæði,49666.666666666664
Hveragerðisbær              ,2006,Einbýli,20786.956521739132
Hveragerðisbær              ,2006,Fjölbýli,16023.57142857143
Hveragerðisbær              ,2006,Sérbýli,20711.068965517243
Hveragerðisbær              ,2007,Annað,2600.0
Hveragerðisbær              ,2007,Atvinnuhúsnæði,35361.11111111111
Hveragerðisbær              ,2007,Einbýli,24216.2
Hveragerðisbær              ,2007,Fjölbýli,14387.5
Hveragerðisbær              ,2007,Sérbýli,22856.105263157893
Hveragerðisbær              ,2008,Atvinnuhúsnæði,19748.0
Hveragerðisbær              ,2008,Einbýli,25117.166666666668
Hveragerðisbær              ,2008,Fjölbýli,22250.0
Hveragerðisbær              ,2008,Sérbýli,23844.285714285714
Hveragerðisbær              ,2009,Atvinnuhúsnæði,13933.333333333334
Hveragerðisbær              ,2009,Einbýli,24125.81818181818
Hveragerðisbær              ,2009,Fjölbýli,17560.0
Hveragerðisbær              ,2009,Sérbýli,28286.6
Hveragerðisbær              ,2010,Atvinnuhúsnæði,13194.5
